date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:19:04	11576/11576	U-----	200	untouched ('')	image/png	etag:%22efe9b3ec0ccd61:0%22	http://www.beisbolcubano.cu/images/logos/100%20x%20100/scu.png	C:/Users/yfigueroa/Downloads/SN2020_2021/SN2020_2021/www.beisbolcubano.cu/images/logos/100%20x%20100/scu.png	(from http://www.beisbolcubano.cu/general/calendario)
15:19:04	140/140	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2024%20Jan%202021%2018:18:40%20GMT	http://www.beisbolcubano.cu/general/equipos.aspx?eq=gtm	C:/Users/yfigueroa/Downloads/SN2020_2021/SN2020_2021/www.beisbolcubano.cu/general/equipos.26f1cd.delayed	(from http://www.beisbolcubano.cu/general/calendario)
15:19:06	11038/11038	U-----	200	untouched ('')	image/png	etag:%2224ee56ec0ccd61:0%22	http://www.beisbolcubano.cu/images/logos/100%20x%20100/gtm.png	C:/Users/yfigueroa/Downloads/SN2020_2021/SN2020_2021/www.beisbolcubano.cu/images/logos/100%20x%20100/gtm.png	(from http://www.beisbolcubano.cu/general/calendario)
15:19:06	112646/112646	U-----	200	untouched ('')	image/png	etag:%22f398676c0ccd61:0%22	http://www.beisbolcubano.cu/images/estilos/snb.png	C:/Users/yfigueroa/Downloads/SN2020_2021/SN2020_2021/www.beisbolcubano.cu/images/estilos/snb.png	(from http://www.beisbolcubano.cu/general/calendario)
15:19:06	0/-1	---M--	301	error ('')			http://www.beisbolcubano.cu/general/calendario.aspx	C:/Users/yfigueroa/Downloads/SN2020_2021/SN2020_2021/www.beisbolcubano.cu/general/calendario.28.delayed	(from http://www.beisbolcubano.cu/general/calendario)
15:19:08	2316/2316	U-----	200	untouched ('')	image/png	etag:%22abbbe10c0ccd61:0%22	http://www.beisbolcubano.cu/images/logos/24%20x%2024/pri.png	C:/Users/yfigueroa/Downloads/SN2020_2021/SN2020_2021/www.beisbolcubano.cu/images/logos/24%20x%2024/pri.png	(from http://www.beisbolcubano.cu/general/calendario)
15:19:08	251944/251944	U-----	200	untouched ('')	image/png	etag:%22fcd7d6c0ccd61:0%22	http://www.beisbolcubano.cu/images/estilos/SNB60_c.png	C:/Users/yfigueroa/Downloads/SN2020_2021/SN2020_2021/www.beisbolcubano.cu/images/estilos/SNB60_c-2.png	(from http://www.beisbolcubano.cu/general/calendario)
15:19:08	183742/183742	U--MCZ	200	updated ('OK')	text/html	date:Sun,%2024%20Jan%202021%2018:18:40%20GMT	http://www.beisbolcubano.cu/general/equipos?eq=scu	C:/Users/yfigueroa/Downloads/SN2020_2021/SN2020_2021/www.beisbolcubano.cu/general/equiposd2da.html	(from http://www.beisbolcubano.cu/general/calendario)
15:19:08	183737/183737	U--MCZ	200	updated ('OK')	text/html	date:Sun,%2024%20Jan%202021%2018:18:40%20GMT	http://www.beisbolcubano.cu/general/equipos?eq=gtm	C:/Users/yfigueroa/Downloads/SN2020_2021/SN2020_2021/www.beisbolcubano.cu/general/equiposf1cd.html	(from http://www.beisbolcubano.cu/general/calendario)
15:19:08	2471/2471	U-----	200	untouched ('')	image/png	etag:%224d33a610c0ccd61:0%22	http://www.beisbolcubano.cu/images/logos/24%20x%2024/ijv.png	C:/Users/yfigueroa/Downloads/SN2020_2021/SN2020_2021/www.beisbolcubano.cu/images/logos/24%20x%2024/ijv.png	(from http://www.beisbolcubano.cu/general/calendario)
15:19:09	2533/2533	U-----	200	untouched ('')	image/png	etag:%2253c07110c0ccd61:0%22	http://www.beisbolcubano.cu/images/logos/24%20x%2024/art.png	C:/Users/yfigueroa/Downloads/SN2020_2021/SN2020_2021/www.beisbolcubano.cu/images/logos/24%20x%2024/art.png	(from http://www.beisbolcubano.cu/general/calendario)
15:19:09	2444/2444	U-----	200	untouched ('')	image/png	etag:%221582b410c0ccd61:0%22	http://www.beisbolcubano.cu/images/logos/24%20x%2024/may.png	C:/Users/yfigueroa/Downloads/SN2020_2021/SN2020_2021/www.beisbolcubano.cu/images/logos/24%20x%2024/may.png	(from http://www.beisbolcubano.cu/general/calendario)
15:19:09	143/143	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2024%20Jan%202021%2018:18:44%20GMT	http://www.beisbolcubano.cu/general/calendario.aspx?eq=snb	C:/Users/yfigueroa/Downloads/SN2020_2021/SN2020_2021/www.beisbolcubano.cu/general/calendario.2ac3c6.delayed	(from http://www.beisbolcubano.cu/general/calendario)
15:19:09	2304/2304	U-----	200	untouched ('')	image/png	etag:%22a0f6c910c0ccd61:0%22	http://www.beisbolcubano.cu/images/logos/24%20x%2024/ssp.png	C:/Users/yfigueroa/Downloads/SN2020_2021/SN2020_2021/www.beisbolcubano.cu/images/logos/24%20x%2024/ssp.png	(from http://www.beisbolcubano.cu/general/calendario)
15:19:09	1990/1990	U-----	200	untouched ('')	image/png	etag:%2252e8010c0ccd61:0%22	http://www.beisbolcubano.cu/images/logos/24%20x%2024/cav.png	C:/Users/yfigueroa/Downloads/SN2020_2021/SN2020_2021/www.beisbolcubano.cu/images/logos/24%20x%2024/cav.png	(from http://www.beisbolcubano.cu/general/calendario)
15:19:09	1742/1742	U-----	200	untouched ('')	image/png	etag:%229a5c8e10c0ccd61:0%22	http://www.beisbolcubano.cu/images/logos/24%20x%2024/cmg.png	C:/Users/yfigueroa/Downloads/SN2020_2021/SN2020_2021/www.beisbolcubano.cu/images/logos/24%20x%2024/cmg.png	(from http://www.beisbolcubano.cu/general/calendario)
15:19:09	2293/2293	U-----	200	untouched ('')	image/png	etag:%227abdaf10c0ccd61:0%22	http://www.beisbolcubano.cu/images/logos/24%20x%2024/ltu.png	C:/Users/yfigueroa/Downloads/SN2020_2021/SN2020_2021/www.beisbolcubano.cu/images/logos/24%20x%2024/ltu.png	(from http://www.beisbolcubano.cu/general/calendario)
15:19:10	143/143	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2024%20Jan%202021%2018:18:45%20GMT	http://www.beisbolcubano.cu/general/calendario.aspx?eq=pri	C:/Users/yfigueroa/Downloads/SN2020_2021/SN2020_2021/www.beisbolcubano.cu/general/calendario.2bb4b7.delayed	(from http://www.beisbolcubano.cu/general/calendario)
15:19:10	3823/3823	U-----	200	untouched ('')	image/png	etag:%22285bad10c0ccd61:0%22	http://www.beisbolcubano.cu/images/logos/24%20x%2024/ind.png	C:/Users/yfigueroa/Downloads/SN2020_2021/SN2020_2021/www.beisbolcubano.cu/images/logos/24%20x%2024/ind.png	(from http://www.beisbolcubano.cu/general/calendario)
15:19:10	2462/2462	U-----	200	untouched ('')	image/png	etag:%22f746b910c0ccd61:0%22	http://www.beisbolcubano.cu/images/logos/24%20x%2024/mtz.png	C:/Users/yfigueroa/Downloads/SN2020_2021/SN2020_2021/www.beisbolcubano.cu/images/logos/24%20x%2024/mtz.png	(from http://www.beisbolcubano.cu/general/calendario)
15:19:10	143/143	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2024%20Jan%202021%2018:18:46%20GMT	http://www.beisbolcubano.cu/general/calendario.aspx?eq=ijv	C:/Users/yfigueroa/Downloads/SN2020_2021/SN2020_2021/www.beisbolcubano.cu/general/calendario.2c27c8.delayed	(from http://www.beisbolcubano.cu/general/calendario)
15:19:10	1815/1815	U-----	200	untouched ('')	image/png	etag:%229a5c8e10c0ccd61:0%22	http://www.beisbolcubano.cu/images/logos/24%20x%2024/cfg.png	C:/Users/yfigueroa/Downloads/SN2020_2021/SN2020_2021/www.beisbolcubano.cu/images/logos/24%20x%2024/cfg.png	(from http://www.beisbolcubano.cu/general/calendario)
15:19:10	2496/2496	U-----	200	untouched ('')	image/png	etag:%22c55acc10c0ccd61:0%22	http://www.beisbolcubano.cu/images/logos/24%20x%2024/vcl.png	C:/Users/yfigueroa/Downloads/SN2020_2021/SN2020_2021/www.beisbolcubano.cu/images/logos/24%20x%2024/vcl.png	(from http://www.beisbolcubano.cu/general/calendario)
